46.77374168,9.52326717,4
46.77350196,9.53635538,4
46.77326074,9.54944347,4
46.77301802,9.56253145,4
46.78482422,9.40579650,4
46.78459797,9.41888791,4
46.78273394,9.52361520,4
46.78249418,9.53670560,4
46.78225292,9.54979588,4
46.78201016,9.56288605,4
46.78176590,9.57597609,4
46.79404159,9.39303126,4
46.79381681,9.40612497,4
46.79359053,9.41921857,4
46.79336274,9.43231206,4
46.79313345,9.44540544,4
46.79290266,9.45849871,4
46.79267037,9.47159186,4
46.79243658,9.48468491,4
46.79220128,9.49777784,4
46.79196449,9.51087065,4
46.79172619,9.52396335,4
46.79124509,9.55014841,4
46.79100229,9.56324076,4
46.79075798,9.57633299,4
46.79001606,9.61560898,4
46.80303422,9.39335765,4
46.80280939,9.40645355,4
46.80258307,9.41954934,4
46.80235525,9.43264501,4
46.80212592,9.44574058,4
46.80189509,9.45883604,4
46.80166276,9.47193138,4
46.80142893,9.48502661,4
46.80119360,9.49812173,4
46.80095676,9.51121673,4
46.79999441,9.56359559,4
46.79975006,9.57669001,4
46.79950422,9.58978432,4
46.79925687,9.60287850,4
46.79900802,9.61597256,4
46.79875767,9.62906650,4
46.81225018,9.38058596,4
46.81202683,9.39368415,4
46.81180197,9.40678224,4
46.81157561,9.41988021,4
46.81134775,9.43297808,4
46.81088752,9.45917348,4
46.81065515,9.47227101,4
46.81042128,9.48536843,4
46.81018591,9.49846574,4
46.80994903,9.51156293,4
46.80874213,9.57704715,4
46.80849624,9.59014364,4
46.80824885,9.60324001,4
46.80799996,9.61633626,4
46.80774957,9.62943239,4
46.80749768,9.64252840,4
46.82146471,9.36780989,4
46.82124282,9.38091038,4
46.82101943,9.39401076,4
46.82079453,9.40711103,4
46.82056813,9.42021120,4
46.81699190,9.61670009,4
46.81674146,9.62979841,4
46.81648953,9.64289660,4
46.81623609,9.65599468,4
46.83045737,9.36813222,4
46.83023544,9.38123490,4
46.83001201,9.39433748,4
46.82978708,9.40743994,4
46.82573335,9.63016454,4
46.82548137,9.64326493,4
46.82522789,9.65636519,4
46.82497290,9.66946534,4
46.83922806,9.38155954,4
46.83900459,9.39466430,4
