45.81879667,7.05525679,23
45.81883987,7.06812170,23
45.81888158,7.08098664,23
45.81892183,7.09385159,23
45.82787662,7.08092804,23
45.82791687,7.09379510,23
45.82795565,7.10666218,23
45.83687166,7.08086943,23
45.83691192,7.09373860,23
45.83695071,7.10660778,23
45.83698802,7.11947699,23
45.84590699,7.09368207,23
45.84594578,7.10655337,23
45.85486180,7.08075214,23
45.85490208,7.09362553,23
45.85497820,7.11937236,23
45.85501404,7.13224580,23
45.86381514,7.06781799,23
45.86385689,7.08069347,23
45.86389717,7.09356897,23
45.86393598,7.10644448,23
45.86397331,7.11932002,23
45.87276700,7.05487962,23
45.87289229,7.09351238,23
45.87293110,7.10639001,23
45.87296843,7.11926766,23
45.88188741,7.09345578,23
45.88192623,7.10633552,23
45.89084225,7.08051733,23
45.89088255,7.09339916,23
45.89095872,7.11916289,23
45.89979561,7.06757465,23
45.89983740,7.08045857,23
45.89987770,7.09334252,23
45.89991653,7.10622649,23
45.89995389,7.11911047,23
45.89998976,7.13199448,23
45.90879077,7.06751376,23
45.90887287,7.09328586,23
45.90891171,7.10617194,23
45.90894907,7.11905804,23
45.90898495,7.13194416,23
45.91786805,7.09322918,23
45.91790689,7.10611738,23
45.91794426,7.11900559,23
45.91798015,7.13189382,23
45.92690209,7.10606279,23
45.92693946,7.11895312,23
45.92697536,7.13184347,23
45.93585845,7.09311576,23
45.93589730,7.10600819,23
45.93593468,7.11890064,23
45.93597058,7.13179310,23
45.94492991,7.11884813,23
45.94496582,7.13174271,23
45.95392515,7.11879561,23
45.95396106,7.13169231,23
45.96295632,7.13164189,23
46.69159011,7.12750042,23
46.70058555,7.12744859,23
46.70950663,7.10124238,23
46.70954455,7.11431955,23
46.70958097,7.12739673,23
46.71850204,7.10118615,23
46.71853996,7.11426550,23
46.71857639,7.12734486,23
46.72749744,7.10112990,23
46.72753537,7.11421143,23
46.72757180,7.12729297,23
46.73645339,7.08798994,23
46.73649283,7.10107363,23
46.73653076,7.11415734,23
46.73656720,7.12724107,23
46.74544876,7.08793147,23
46.74548821,7.10101734,23
46.74552615,7.11410323,23
46.74556260,7.12718914,23
46.75440318,7.07478495,23
46.75444413,7.08787299,23
46.75448358,7.10096104,23
46.75452153,7.11404911,23
46.75455798,7.12713720,23
46.76335607,7.06163406,23
46.76339853,7.07472426,23
46.76343949,7.08781448,23
46.76347894,7.10090471,23
46.76351690,7.11399497,23
46.76355336,7.12708524,23
46.77235141,7.06157117,23
46.77239387,7.07466355,23
46.77243483,7.08775595,23
46.77247430,7.10084837,23
46.77251226,7.11394081,23
46.78130276,7.04841371,23
46.78134673,7.06150825,23
